year,log_bin_ratio,normalization_mean_income_adj_2025_usd,positive_income_observation_n,gompertz_A,gompertz_B,gompertz_r2,gompertz_sse,gompertz_x_gmax,gompertz_point_n,gompertz_selection_status,gompertz_boundary_A_free,gompertz_boundary_B_free,gompertz_boundary_r2_free,pareto_x_pmin,pareto_selection_alpha,pareto_selection_r2,pareto_selection_status,transition_x_t,transition_delta_x_t,transition_rule,gompertz_population_n,pareto_population_n,gompertz_population_pct,pareto_population_pct,pareto_alpha_ls,pareto_beta_ls,pareto_ls_r2,pareto_ls_sse,pareto_alpha_mle,pareto_alpha_mle_fisher_se,pareto_beta_mle_continuity,gompertz_ccdf_at_x_t_percent,cutoff_normalized,cutoff_income_adj,pareto_alpha,pareto_r2
1976,1.1,1123.4336622312137,148396,1.5271796258079011,0.33589295280509496,0.9827824947279503,0.5614917949745617,8.12404196092477,80,largest_range_with_free_A_in_1.4_to_1.6,1.5361099540824734,0.33799005959762035,0.9829268484796976,33.93613940952897,1.149599294945127,0.9811005195917057,earliest_tail_start_with_r2_ge_0.98,21.03009068522687,12.9060487243021,midpoint_between_regime_bounds,148143,253,99.82951022938623,0.17048977061376316,1.149599294945127,2.801861409318525,0.9811005195917057,0.24340529332781102,1.9130548021087201,0.12027272493432337,340.70503067231874,1.0039473563898518,21.03009068522687,23625.911795558957,1.9130548021087201,0.9811005195917057
1977,1.1,2803.2700499960256,193886,1.5271796258079011,0.8184900543987281,0.9190098538573245,6.506213539446655,4.969081590121589,86,largest_range_with_free_A_in_1.4_to_1.6,1.5539377231002676,0.8287669827057085,0.9195893087871577,86.70750357294955,15.289513362216088,0.6809207263717554,fallback_highest_tail_r2,45.83829258153557,40.86921099141398,midpoint_between_regime_bounds,192930,956,99.50692675077107,0.4930732492289283,15.289513362216088,1.0390456024839789e+30,0.6809207263717554,14.727521306286897,1.0088481055415603,0.032628479552096586,47.41624484707118,1.0000000000000002,45.83829258153557,128497.11273677366,1.0088481055415603,0.6809207263717554
1978,1.1,1866.039568598247,216329,1.5271796258079011,0.4989634954211045,0.9770035872493731,0.927836883438043,5.932210450585064,96,largest_range_with_free_A_in_1.4_to_1.6,1.5267294032027052,0.49881862563949636,0.9770039640726004,77.77124454992553,6.248532620568889,0.43062236133916687,fallback_highest_tail_r2,41.85172750025529,35.91951704967023,midpoint_between_regime_bounds,215671,658,99.69583366076671,0.30416633923329744,6.248532620568889,489412446674.9851,0.43062236133916687,10.692354185688261,0.8631547721328956,0.033649276372438384,25.106701108268474,1.0000000039273356,41.85172750025529,78096.97952966778,0.8631547721328956,0.43062236133916687
1979,1.1,1520.2830793853295,171371,1.5271796258079011,0.5102815543167669,0.9187058407837138,5.246166487566672,6.935027877303481,103,largest_range_with_free_A_in_1.4_to_1.6,1.557840581430473,0.5187213617369253,0.9199004301882713,6.935027877303481,0.9539471829935033,0.3534494791526539,fallback_highest_tail_r2,6.935027877303481,0.0,coincident_regime_bounds,169623,1748,98.97999078023703,1.0200092197629704,0.9539471829935033,6.392110916618058,0.3534494791526539,23.145744769511563,0.9131417615095891,0.021840747149503213,6.700259092173232,1.1431292873881234,6.935027877303481,10543.205536930041,0.9131417615095891,0.3534494791526539
1981,1.1,338.6739752811485,472198,1.5271796258079011,0.3362212793378943,0.9732063787839208,0.7899853294941023,7.371242712382564,101,largest_range_with_free_A_in_1.4_to_1.6,1.5426976258399587,0.34023852935213283,0.9738599231551299,7.371242712382564,3.2614364447545965,0.9791595269776886,fallback_highest_tail_r2,7.371242712382564,0.0,coincident_regime_bounds,466517,5681,98.79690299408298,1.2030970059170094,3.2614364447545965,1210.2487513530123,0.9791595269776886,3.007782377205158,2.5583351172475193,0.03394259464239944,243.90447582527034,1.4714987663647576,7.371242712382564,2496.4480721647988,2.5583351172475193,0.9791595269776886
1982,1.1,810.2245411619291,206845,1.5271796258079011,0.32804472192425055,0.9832186731289422,0.5450801421699355,7.849559609203476,120,largest_range_with_free_A_in_1.4_to_1.6,1.536240201198786,0.3302483095104128,0.9834688894091987,7.849559609203476,2.875419105934236,0.9963078235845513,earliest_tail_start_with_r2_ge_0.98,7.849559609203476,0.0,coincident_regime_bounds,204285,2560,98.76235828760666,1.237641712393338,2.875419105934236,455.2882006757643,0.9963078235845513,0.4473184873540186,2.8848761334133064,0.05701737093153644,541.7818676264862,1.4200598234991888,7.849559609203476,6359.905832690098,2.8848761334133064,0.9963078235845513
1983,1.1,201.27922208498336,499794,1.5271796258079011,0.37682442131912613,0.8997679377878144,4.7226292113790045,7.96710960176985,95,largest_range_with_free_A_in_1.4_to_1.6,1.5665094261996257,0.3862457931569002,0.9021977557546706,7.96710960176985,2.776827850093007,0.9947365799996454,earliest_tail_start_with_r2_ge_0.98,7.96710960176985,0.0,coincident_regime_bounds,494618,5176,98.96437332180858,1.035626678191415,2.776827850093007,385.84190169478046,0.9947365799996454,0.7982764604324448,2.4852918094311556,0.03454460687833887,218.44929341007548,1.2570575732843705,7.96710960176985,1603.6136229100368,2.4852918094311556,0.9947365799996454
1984,1.1,173.89547517905243,504510,1.5271796258079011,0.3482762211658424,0.9556580773170398,1.6309627814913037,7.82329475179977,104,largest_range_with_free_A_in_1.4_to_1.6,1.5489594592064022,0.3535904213867211,0.9567285726361449,7.82329475179977,3.3576735676892513,0.9953455544086959,earliest_tail_start_with_r2_ge_0.98,7.82329475179977,0.0,coincident_regime_bounds,498899,5611,98.88783175754693,1.1121682424530732,3.3576735676892513,1523.663129205975,0.9953455544086959,0.5413711524483251,2.6645534899159746,0.0355716744163777,324.80344071925725,1.3524960224057563,7.82329475179977,1360.435558330008,2.6645534899159746,0.9953455544086959
1985,1.1,190.0018310308094,514137,1.5271796258079011,0.33718392567321986,0.9736562886524749,0.865894271297945,7.72788415290446,106,largest_range_with_free_A_in_1.4_to_1.6,1.5411616906465446,0.3406375005349402,0.9741618891160012,7.72788415290446,2.8456555104657966,0.9884408834827723,earliest_tail_start_with_r2_ge_0.98,7.72788415290446,0.0,coincident_regime_bounds,508104,6033,98.82657735195095,1.1734226480490608,2.8456555104657966,532.3840611677135,0.9884408834827723,1.7236653912595439,2.4328090674592624,0.03132141422962799,203.32090234939665,1.405077052254679,7.72788415290446,1468.312139045823,2.4328090674592624,0.9884408834827723
1986,1.1,283.0933300464876,284142,1.5271796258079011,0.33940583465641017,0.9799474628998306,0.5457071088052965,7.218092203968127,84,largest_range_with_free_A_in_1.4_to_1.6,1.5454510365523644,0.3442358578517293,0.9807205808105148,7.218092203968127,2.1326803653865243,0.9754860241505304,fallback_highest_tail_r2,7.218092203968127,0.0,coincident_regime_bounds,280589,3553,98.74956887753306,1.2504311224669356,2.1326803653865243,67.86447408669837,0.9754860241505304,2.5104553882693175,2.3455771802487635,0.039350669350102306,153.49949062927152,1.4880272571459108,7.218092203968127,2043.3937586039283,2.3455771802487635,0.9754860241505304
1987,1.1,226.79551598299238,292615,1.5271796258079011,0.3382154084691118,0.9764005817682611,0.7583629580120259,7.763947684149914,92,largest_range_with_free_A_in_1.4_to_1.6,1.5434750934624675,0.3422215782551637,0.9769873470223168,7.763947684149914,2.665443345041113,0.9889923196717456,earliest_tail_start_with_r2_ge_0.98,7.763947684149914,0.0,coincident_regime_bounds,289156,3459,98.81790065444355,1.182099345556448,2.665443345041113,325.8939709105412,0.9889923196717456,1.3403925913247574,2.384758946219901,0.04054797832541188,185.0902512345535,1.3955683158912229,7.763947684149914,1760.8285210917386,2.384758946219901,0.9889923196717456
1988,1.1,248.49461461924582,289633,1.5271796258079011,0.3385303236124596,0.9539490016797696,1.8879922359895769,8.533216400084266,104,largest_range_with_free_A_in_1.4_to_1.6,1.541946388671655,0.34183369424460663,0.954390479321699,8.533216400084266,2.586288054895858,0.9948405114166048,earliest_tail_start_with_r2_ge_0.98,8.533216400084266,0.0,coincident_regime_bounds,286493,3140,98.9158693933357,1.084130606664296,2.586288054895858,315.46709804286985,0.9948405114166048,0.5281649046054276,2.3587623013401595,0.0420939183249053,203.03216629391005,1.292085263692789,8.533216400084266,2120.458320801568,2.3587623013401595,0.9948405114166048
1989,1.1,2353.9170185794796,113518,1.5271796258079011,0.32758001852700397,0.9474816177385786,2.554811541327565,9.73777265679984,97,largest_range_with_free_A_in_1.4_to_1.6,1.5299438140996071,0.3281218785877,0.9474935556275421,9.73777265679984,2.1283818368836718,0.9891179393912273,earliest_tail_start_with_r2_ge_0.98,9.73777265679984,0.0,coincident_regime_bounds,112318,1200,98.94289892351874,1.057101076481263,2.1283818368836718,158.99037859968124,0.9891179393912273,1.1252038178086128,1.9303418859929515,0.055724170375302015,97.81760516202861,1.208793170035141,9.73777265679984,22921.90877989906,1.9303418859929515,0.9891179393912273
1990,1.1,2620.227696943567,115589,1.5271796258079011,0.31393797761041586,0.9814276680234861,0.6273564460224508,8.665971226618906,96,largest_range_with_free_A_in_1.4_to_1.6,1.5235920352618277,0.3131477373671627,0.9814562471406864,8.665971226618906,2.1249824940992976,0.9973701896148859,earliest_tail_start_with_r2_ge_0.98,8.665971226618906,0.0,coincident_regime_bounds,114224,1365,98.81909178209,1.1809082179100088,2.1249824940992976,117.3916280711946,0.9973701896148859,0.28913903187031487,2.0432345604047604,0.05530340866649768,111.64879743652094,1.354170809741669,8.665971226618906,22706.817828902873,2.0432345604047604,0.9973701896148859
1992,1.1,319.2575000347547,75322,1.5271796258079011,0.3634917570211073,0.9677989654206934,1.1557771404548314,7.465068963129983,101,largest_range_with_free_A_in_1.4_to_1.6,1.5518884750231396,0.36980957382712826,0.9691598830568527,7.465068963129983,2.2158432186449795,0.9949571247325956,earliest_tail_start_with_r2_ge_0.98,7.465068963129983,0.0,coincident_regime_bounds,74465,857,98.86221820981918,1.1377817901808236,2.2158432186449795,87.83843088367628,0.9949571247325956,0.4621910631819949,2.385813881756108,0.08149784971413772,164.2502638201749,1.3570937766767404,7.465068963129983,2383.2792547559166,2.385813881756108,0.9949571247325956
1993,1.1,356.6437655311534,76818,1.5271796258079011,0.3367266379026451,0.9842334694436199,0.5576473811891532,8.09189309790807,106,largest_range_with_free_A_in_1.4_to_1.6,1.5378937279822094,0.3392542185742204,0.9845093495709671,8.09189309790807,2.2247184517105785,0.994233691028353,earliest_tail_start_with_r2_ge_0.98,8.09189309790807,0.0,coincident_regime_bounds,75908,910,98.81538181155459,1.1846181884454163,2.2247184517105785,113.98906162573167,0.994233691028353,0.5296301750024958,2.30854639052865,0.07652756766246273,168.8108151264237,1.3524599131707695,8.09189309790807,2885.923224713484,2.30854639052865,0.994233691028353
1995,1.1,566.5207657533582,82246,1.5271796258079011,0.3663782471275534,0.9209250863920563,3.718463147019167,8.407876016545897,87,largest_range_with_free_A_in_1.4_to_1.6,1.5638883942401107,0.3747107840889911,0.9228167475707852,8.407876016545897,2.81498264520965,0.987033751215114,earliest_tail_start_with_r2_ge_0.98,8.407876016545897,0.0,coincident_regime_bounds,81391,855,98.96043576587311,1.0395642341268876,2.81498264520965,528.5096506593684,0.987033751215114,0.9050353838251995,2.354246696428253,0.08051353820011257,185.7015978628109,1.2355945276478837,8.407876016545897,4763.236359252876,2.354246696428253,0.987033751215114
