year,median_log1p,mad_log1p,scaled_dispersion_log1p,dispersion_method,mad_consistency,threshold_k,statistical_cutoff,n_refined,n_invalid_nan,n_invalid_inf,n_invalid_negative,n_invalid_structural,n_valid_before_trim,n_statistical_outlier,n_removed_total,n_trusted,structural_invalid_rate,statistical_removal_rate,total_removal_rate,maximum_valid_before_trim,maximum_after,raw_n,raw_n_nan,raw_n_inf,raw_n_negative,raw_n_zero,raw_n_positive,raw_min,raw_max,raw_mean,raw_median,raw_std,raw_q01,raw_q25,raw_q50,raw_q75,raw_q99,raw_sum,valid_n,valid_n_nan,valid_n_inf,valid_n_negative,valid_n_zero,valid_n_positive,valid_min,valid_max,valid_mean,valid_median,valid_std,valid_q01,valid_q25,valid_q50,valid_q75,valid_q99,valid_sum,trusted_n,trusted_n_nan,trusted_n_inf,trusted_n_negative,trusted_n_zero,trusted_n_positive,trusted_min,trusted_max,trusted_mean,trusted_median,trusted_std,trusted_q01,trusted_q25,trusted_q50,trusted_q75,trusted_q99,trusted_sum,input_file,output_file,read_seconds,trim_seconds,write_seconds,total_seconds
2011,6.302618975744905,0.6061358035703153,0.8986569423733494,scaled_mad,1.4826,6.0,119916.66124805222,106449,0,0,0,0,106449,1,1,106448,0.0,9.394169978111585e-06,9.394169978111585e-06,125000.0,100000.0,106449,0,0,0,1713,104736,0.0,125000.0,900.5493053011302,545.0,1543.6355146753342,0.0,281.0,545.0,950.0,7000.0,95862573.0,106449,0,0,0,1713,104736,0.0,125000.0,900.5493053011302,545.0,1543.6355146753342,0.0,281.0,545.0,950.0,7000.0,95862573.0,106448,0,0,0,1713,104735,0.0,100000.0,899.3834830151811,545.0,1496.04557534613,0.0,281.0,545.0,950.0,7000.0,95737573.0,pnad_refined_2011.parquet,pnad_trusted_2011.parquet,0.002846378000015193,0.02574289099999305,0.0026984040000002096,0.031287673000008454
2012,6.434546518787453,0.5968160716215136,0.884839507786056,scaled_mad,1.4826,6.0,125941.85678748607,110509,0,0,0,0,110509,7,7,110502,0.0,6.334325711028061e-05,6.334325711028061e-05,220000.0,100000.0,110509,0,0,0,1758,108751,0.0,220000.0,1025.236650408564,622.0,2184.6287651258435,0.0,325.0,622.0,1074.0,7500.0,113297877.0,110509,0,0,0,1758,108751,0.0,220000.0,1025.236650408564,622.0,2184.6287651258435,0.0,325.0,622.0,1074.0,7500.0,113297877.0,110502,0,0,0,1758,108744,0.0,100000.0,1014.2672440317822,622.0,1686.304411026255,0.0,325.0,622.0,1074.0,7500.0,112078559.0,pnad_refined_2012.parquet,pnad_trusted_2012.parquet,0.002437170000007427,0.025463342000023204,0.002707545999953709,0.03060805799998434
2013,6.520621127558696,0.5936951015882856,0.8802123576147922,scaled_mad,1.4826,6.0,133504.1420417645,111029,0,0,0,0,111029,0,0,111029,0.0,0.0,0.0,82000.0,82000.0,111029,0,0,0,2165,108864,0.0,82000.0,1109.5523601941834,678.0,1800.6698609186542,0.0,357.0,678.0,1189.0,8333.0,123192489.0,111029,0,0,0,2165,108864,0.0,82000.0,1109.5523601941834,678.0,1800.6698609186542,0.0,357.0,678.0,1189.0,8333.0,123192489.0,111029,0,0,0,2165,108864,0.0,82000.0,1109.5523601941834,678.0,1800.6698609186542,0.0,357.0,678.0,1189.0,8333.0,123192489.0,pnad_refined_2013.parquet,pnad_trusted_2013.parquet,0.001988662000030672,0.024193187999969723,0.002453102000004037,0.028634952000004432
2014,6.586171654854675,0.5847168236578302,0.866901162755099,scaled_mad,1.4826,6.0,131606.41369898597,115021,0,0,0,0,115021,1,1,115020,0.0,8.694064562123438e-06,8.694064562123438e-06,331200.0,100000.0,115021,0,0,0,782,114239,0.0,331200.0,1225.5892923900853,724.0,2153.3321206219152,37.0,406.0,724.0,1300.0,9000.0,140968506.0,115021,0,0,0,782,114239,0.0,331200.0,1225.5892923900853,724.0,2153.3321206219152,37.0,406.0,724.0,1300.0,9000.0,140968506.0,115020,0,0,0,782,114238,0.0,100000.0,1222.7204486176317,724.0,1920.9940243225,37.0,406.0,724.0,1300.0,9000.0,140637306.0,pnad_refined_2014.parquet,pnad_trusted_2014.parquet,0.0019243730000084724,0.029450447999977314,0.0024954980000302385,0.033870319000016025
2015,6.670766320845874,0.5741752254911328,0.8512721893131534,scaled_mad,1.4826,6.0,130403.89377564061,115626,0,0,0,0,115626,1,1,115625,0.0,8.648573850172107e-06,8.648573850172107e-06,150000.0,107000.0,115626,0,0,0,685,114941,0.0,150000.0,1250.0463909501323,788.0,1957.210131714451,37.0,416.0,788.0,1333.0,9250.0,144537864.0,115626,0,0,0,685,114941,0.0,150000.0,1250.0463909501323,788.0,1957.210131714451,37.0,416.0,788.0,1333.0,9250.0,144537864.0,115625,0,0,0,685,114940,0.0,107000.0,1248.759904864865,788.0,1907.7045301829041,37.0,416.0,788.0,1333.0,9250.0,144387864.0,pnad_refined_2015.parquet,pnad_trusted_2015.parquet,0.0020794900000282723,0.025000542999976005,0.0030984090000174547,0.030178442000021732
2016,7.00397413672268,0.38256848495854534,0.5671960357995393,scaled_mad,1.4826,6.0,33094.425570245476,229889,0,0,0,0,229889,108,108,229781,0.0,0.0004697919430681764,0.0004697919430681764,165000.0,33000.0,229889,0,0,0,0,229889,6.0,165000.0,1775.7649909304055,1100.0,2525.141127494135,80.0,880.0,1100.0,2000.0,12000.0,408228838.0,229889,0,0,0,0,229889,6.0,165000.0,1775.7649909304055,1100.0,2525.141127494135,80.0,880.0,1100.0,2000.0,12000.0,408228838.0,229781,0,0,0,0,229781,6.0,33000.0,1754.1503039850988,1100.0,2277.7295117881936,80.0,880.0,1100.0,2000.0,12000.0,403070411.0,pnad_refined_2016.parquet,pnad_trusted_2016.parquet,0.0031325009999818576,0.05424044300002606,0.005554863999975623,0.06292780799998354
2017,7.0909098220799835,0.4051875230959725,0.6007310217420888,scaled_mad,1.4826,6.0,44146.69306826628,228566,0,0,0,0,228566,81,81,228485,0.0,0.0003543834166061444,0.0003543834166061444,200000.0,44000.0,228566,0,0,0,0,228566,5.0,200000.0,1882.2270153916156,1200.0,2841.055090773241,80.0,930.0,1200.0,2000.0,13000.0,430213100.0,228566,0,0,0,0,228566,5.0,200000.0,1882.2270153916156,1200.0,2841.055090773241,80.0,930.0,1200.0,2000.0,13000.0,430213100.0,228485,0,0,0,0,228485,5.0,44000.0,1859.7702256165612,1200.0,2517.9690706563583,80.0,927.0,1200.0,2000.0,13000.0,424929600.0,pnad_refined_2017.parquet,pnad_trusted_2017.parquet,0.004220336000003044,0.05233173199997054,0.005467706000047201,0.06201977400002079
2018,7.0909098220799835,0.4634250016457644,0.6870739074400103,scaled_mad,1.4826,6.0,74112.52118126671,227265,0,0,0,0,227265,30,30,227235,0.0,0.0001320044881525972,0.0001320044881525972,265000.0,70000.0,227265,0,0,0,0,227265,5.0,265000.0,1974.5220689503444,1200.0,3095.09728403423,80.0,950.0,1200.0,2000.0,15000.0,448739758.0,227265,0,0,0,0,227265,5.0,265000.0,1974.5220689503444,1200.0,3095.09728403423,80.0,950.0,1200.0,2000.0,15000.0,448739758.0,227235,0,0,0,0,227235,5.0,70000.0,1960.353457874007,1200.0,2800.865482175397,80.0,950.0,1200.0,2000.0,15000.0,445460918.0,pnad_refined_2018.parquet,pnad_trusted_2018.parquet,0.0031708159999652707,0.05140591000002814,0.006453185999987454,0.06102991199998087
2019,7.0909098220799835,0.5104925125037498,0.7568561990380595,scaled_mad,1.4826,6.0,112649.68383803726,225221,0,0,0,0,225221,6,6,225215,0.0,2.6640499775775793e-05,2.6640499775775793e-05,260000.0,110000.0,225221,0,0,0,0,225221,4.0,260000.0,2052.5358869732395,1200.0,3253.447200246764,80.0,998.0,1200.0,2000.0,15000.0,462274185.0,225221,0,0,0,0,225221,4.0,260000.0,2052.5358869732395,1200.0,3253.447200246764,80.0,998.0,1200.0,2000.0,15000.0,462274185.0,225215,0,0,0,0,225215,4.0,110000.0,2047.0181160224674,1200.0,3063.709766528092,80.0,998.0,1200.0,2000.0,15000.0,461019185.0,pnad_refined_2019.parquet,pnad_trusted_2019.parquet,0.004119925999987117,0.051939347000029557,0.004858366000007663,0.06091763900002434
2020,7.244941546337007,0.3564607882467268,0.528488764654597,scaled_mad,1.4826,6.0,33384.40589638336,132967,0,0,0,0,132967,194,194,132773,0.0,0.001459008626200486,0.001459008626200486,320000.0,33000.0,132967,0,0,0,0,132967,10.0,320000.0,2272.29911933036,1400.0,3595.1209998253576,100.0,1000.0,1400.0,2400.0,16000.0,302140797.0,132967,0,0,0,0,132967,10.0,320000.0,2272.29911933036,1400.0,3595.1209998253576,100.0,1000.0,1400.0,2400.0,16000.0,302140797.0,132773,0,0,0,0,132773,10.0,33000.0,2201.099462993229,1400.0,2846.944757628918,100.0,1000.0,1400.0,2400.0,15000.0,292246579.0,pnad_refined_2020.parquet,pnad_trusted_2020.parquet,0.002974804000018594,0.03280769200000577,0.0031980339999790885,0.038980530000003455
2021,7.244941546337007,0.3564607882467268,0.528488764654597,scaled_mad,1.4826,6.0,33384.40589638336,172588,0,0,0,0,172588,238,238,172350,0.0,0.0013790066516791435,0.0013790066516791435,300000.0,33000.0,172588,0,0,0,0,172588,2.0,300000.0,2203.4229262752915,1400.0,3478.5929886440817,100.0,1000.0,1400.0,2225.0,15000.0,380284356.0,172588,0,0,0,0,172588,2.0,300000.0,2203.4229262752915,1400.0,3478.5929886440817,100.0,1000.0,1400.0,2225.0,15000.0,380284356.0,172350,0,0,0,0,172350,2.0,33000.0,2133.502088772846,1400.0,2687.2486020594847,100.0,1000.0,1400.0,2200.0,15000.0,367709085.0,pnad_refined_2021.parquet,pnad_trusted_2021.parquet,0.0031009609999728127,0.03905165999998417,0.0041962050000279305,0.04634882599998491
2022,7.313886831633462,0.42547237105563607,0.630805337327086,scaled_mad,1.4826,6.0,66085.43963802379,205341,0,0,0,0,205341,69,69,205272,0.0,0.0003360264145981562,0.0003360264145981562,900000.0,65000.0,205341,0,0,0,0,205341,4.0,900000.0,2519.5400090581034,1500.0,4441.470078294713,100.0,1200.0,1500.0,2500.0,18000.0,517364865.0,205341,0,0,0,0,205341,4.0,900000.0,2519.5400090581034,1500.0,4441.470078294713,100.0,1200.0,1500.0,2500.0,18000.0,517364865.0,205272,0,0,0,0,205272,4.0,65000.0,2481.772146225496,1500.0,3432.996084417629,100.0,1200.0,1500.0,2500.0,18000.0,509438332.0,pnad_refined_2022.parquet,pnad_trusted_2022.parquet,0.002903055000047061,0.04887808699999141,0.004575499999987187,0.05635664200002566
2023,7.3783837129967145,0.44606221788090483,0.6613318442302295,scaled_mad,1.4826,6.0,84656.99055975479,201858,0,0,0,0,201858,37,37,201821,0.0,0.00018329716929722873,0.00018329716929722873,300000.0,83000.0,201858,0,0,0,0,201858,8.0,300000.0,2734.9364850538495,1600.0,4167.409914080789,100.0,1320.0,1600.0,3000.0,20000.0,552068809.0,201858,0,0,0,0,201858,8.0,300000.0,2734.9364850538495,1600.0,4167.409914080789,100.0,1320.0,1600.0,3000.0,20000.0,552068809.0,201821,0,0,0,0,201821,8.0,83000.0,2711.4314565877685,1600.0,3739.2201255667655,100.0,1320.0,1600.0,3000.0,20000.0,547223808.0,pnad_refined_2023.parquet,pnad_trusted_2023.parquet,0.003934162999996715,0.04802903799998148,0.004954952000048252,0.05691815300002645
2024,7.496097345175956,0.4416344300841528,0.654767206042765,scaled_mad,1.4826,6.0,91554.49603321681,208303,0,0,0,0,208303,37,37,208266,0.0,0.0001776258623255546,0.0001776258623255546,300000.0,90000.0,208303,0,0,0,0,208303,8.0,300000.0,2971.103992741343,1800.0,4422.605710128643,130.0,1412.0,1800.0,3000.0,20000.0,618889875.0,208303,0,0,0,0,208303,8.0,300000.0,2971.103992741343,1800.0,4422.605710128643,130.0,1412.0,1800.0,3000.0,20000.0,618889875.0,208266,0,0,0,0,208266,8.0,90000.0,2950.766687793495,1800.0,4112.672350864595,130.0,1412.0,1800.0,3000.0,20000.0,614544375.0,pnad_refined_2024.parquet,pnad_trusted_2024.parquet,0.0031176319999985935,0.04628139400000464,0.004687251999996533,0.054086277999999766
2025,7.601402334583733,0.4052985108566336,0.600895572196045,scaled_mad,1.4826,6.0,73626.63926840466,215405,0,0,0,0,215405,74,74,215331,0.0,0.00034353891506696686,0.00034353891506696686,400000.0,72000.0,215405,0,0,0,0,215405,10.0,400000.0,3258.793672384578,2000.0,4876.859643586298,150.0,1518.0,2000.0,3408.0,22000.0,701960451.0,215405,0,0,0,0,215405,10.0,400000.0,3258.793672384578,2000.0,4876.859643586298,150.0,1518.0,2000.0,3408.0,22000.0,701960451.0,215331,0,0,0,0,215331,10.0,72000.0,3220.3150034133496,2000.0,4283.688146684514,150.0,1518.0,2000.0,3400.0,21000.0,693433650.0,pnad_refined_2025.parquet,pnad_trusted_2025.parquet,0.0030526949999512,0.04876156599999604,0.005033034000007319,0.056847294999954556
