year,income_normalized,income_adj_2025_usd,empirical_ccdf_percent,gompertz_transform,regime,cutoff_normalized,cutoff_income_adj,gompertz_fitted_transform,pareto_fitted_ccdf_percent
1976,0.0004523782553524848,0.49759157606293647,100.0,1.5271796258079011,gompertz_body,6.129358732081494,6741.962584773473,1.5270404352850875,
1976,0.00047499716812010904,0.5224711548660833,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5270334757589468,
1976,0.0004987470265261145,0.5485947126093875,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.527026168256499,
1976,0.0005236843778524202,0.5760244482398569,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.527018495378929,
1976,0.0005498685967450413,0.6048256706518498,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5270104388574803,
1976,0.0005773620265822934,0.6350669541844424,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5270019795099592,
1976,0.0006062301279114082,0.6668203018936645,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.526993097195062,
1976,0.0006365416343069785,0.7001613169883477,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5269837707644203,
1976,0.0006683687160223275,0.7351693828377651,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5269739780122462,
1976,0.0007017871518234438,0.7719278519796534,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5269636956224635,
1976,0.000736876509414616,0.810524244578636,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5269528991131915,
1976,0.0007737203348853469,0.8510504568075679,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.526941562778456,
1976,0.0008124063516296143,0.8936029796479463,99.99326086517013,1.5271649913623515,gompertz_body,6.129358732081494,6741.962584773473,1.5269296596269837,
