year,median_log1p,mad_log1p,scaled_dispersion_log1p,dispersion_method,mad_consistency,threshold_k,statistical_cutoff,n_refined,n_invalid_nan,n_invalid_inf,n_invalid_negative,n_invalid_structural,n_valid_before_trim,n_statistical_outlier,n_removed_total,n_trusted,structural_invalid_rate,statistical_removal_rate,total_removal_rate,maximum_valid_before_trim,maximum_after,raw_n,raw_n_nan,raw_n_inf,raw_n_negative,raw_n_zero,raw_n_positive,raw_min,raw_max,raw_mean,raw_median,raw_std,raw_q01,raw_q25,raw_q50,raw_q75,raw_q99,raw_sum,valid_n,valid_n_nan,valid_n_inf,valid_n_negative,valid_n_zero,valid_n_positive,valid_min,valid_max,valid_mean,valid_median,valid_std,valid_q01,valid_q25,valid_q50,valid_q75,valid_q99,valid_sum,trusted_n,trusted_n_nan,trusted_n_inf,trusted_n_negative,trusted_n_zero,trusted_n_positive,trusted_min,trusted_max,trusted_mean,trusted_median,trusted_std,trusted_q01,trusted_q25,trusted_q50,trusted_q75,trusted_q99,trusted_sum,input_file,output_file,read_seconds,trim_seconds,write_seconds,total_seconds
2008,6.030685260261263,0.6362715321679433,0.9433361735921927,scaled_mad,1.4826,6.0,119454.87099954819,114822,0,0,0,0,114822,1,1,114821,0.0,8.709132396230688e-06,8.709132396230688e-06,150000.0,85000.0,114822,0,0,0,1576,113246,0.0,150000.0,709.2156294089983,415.0,1334.3538722220633,0.0,207.0,415.0,733.0,5538.739999999962,81433557.0,114822,0,0,0,1576,113246,0.0,150000.0,709.2156294089983,415.0,1334.3538722220633,0.0,207.0,415.0,733.0,5538.739999999962,81433557.0,114821,0,0,0,1576,113245,0.0,85000.0,707.9154248787243,415.0,1259.5252391026913,0.0,207.0,415.0,733.0,5533.800000000003,81283557.0,pnad_refined_2008.parquet,pnad_trusted_2008.parquet,0.002739637000004791,0.039588553999998055,0.004082009999997638,0.046410201000000484
2009,6.113682179832232,0.6288852463415768,0.9323852662260218,scaled_mad,1.4826,6.0,121538.40099146667,117827,0,0,0,0,117827,0,0,117827,0.0,0.0,0.0,94669.0,94669.0,117827,0,0,0,1625,116202,0.0,94669.0,760.8806046152409,451.0,1355.6017941113585,0.0,232.0,451.0,797.0,6000.0,89652279.0,117827,0,0,0,1625,116202,0.0,94669.0,760.8806046152409,451.0,1355.6017941113585,0.0,232.0,451.0,797.0,6000.0,89652279.0,117827,0,0,0,1625,116202,0.0,94669.0,760.8806046152409,451.0,1355.6017941113585,0.0,232.0,451.0,797.0,6000.0,89652279.0,pnad_refined_2009.parquet,pnad_trusted_2009.parquet,0.0023462429999980827,0.03698284600000079,0.004127478000000906,0.04345656699999978
2011,6.302618975744905,0.6061358035703153,0.8986569423733494,scaled_mad,1.4826,6.0,119916.66124805222,106449,0,0,0,0,106449,1,1,106448,0.0,9.394169978111585e-06,9.394169978111585e-06,125000.0,100000.0,106449,0,0,0,1713,104736,0.0,125000.0,900.5493053011302,545.0,1543.6355146753342,0.0,281.0,545.0,950.0,7000.0,95862573.0,106449,0,0,0,1713,104736,0.0,125000.0,900.5493053011302,545.0,1543.6355146753342,0.0,281.0,545.0,950.0,7000.0,95862573.0,106448,0,0,0,1713,104735,0.0,100000.0,899.3834830151811,545.0,1496.04557534613,0.0,281.0,545.0,950.0,7000.0,95737573.0,pnad_refined_2011.parquet,pnad_trusted_2011.parquet,0.00287950500000278,0.03791742199999959,0.003931057000002625,0.044727984000004994
2012,6.434546518787453,0.5968160716215127,0.8848395077860547,scaled_mad,1.4826,6.0,125941.85678748517,110509,0,0,0,0,110509,7,7,110502,0.0,6.334325711028061e-05,6.334325711028061e-05,220000.0,100000.0,110509,0,0,0,1758,108751,0.0,220000.0,1025.236650408564,622.0,2184.6287651258435,0.0,325.0,622.0,1074.0,7500.0,113297877.0,110509,0,0,0,1758,108751,0.0,220000.0,1025.236650408564,622.0,2184.6287651258435,0.0,325.0,622.0,1074.0,7500.0,113297877.0,110502,0,0,0,1758,108744,0.0,100000.0,1014.2672440317822,622.0,1686.304411026255,0.0,325.0,622.0,1074.0,7500.0,112078559.0,pnad_refined_2012.parquet,pnad_trusted_2012.parquet,0.002352051999999105,0.0373856840000002,0.005192398000005483,0.044930134000004784
2013,6.520621127558696,0.5936951015882856,0.8802123576147922,scaled_mad,1.4826,6.0,133504.1420417645,111029,0,0,0,0,111029,0,0,111029,0.0,0.0,0.0,82000.0,82000.0,111029,0,0,0,2165,108864,0.0,82000.0,1109.5523601941834,678.0,1800.6698609186542,0.0,357.0,678.0,1189.0,8333.0,123192489.0,111029,0,0,0,2165,108864,0.0,82000.0,1109.5523601941834,678.0,1800.6698609186542,0.0,357.0,678.0,1189.0,8333.0,123192489.0,111029,0,0,0,2165,108864,0.0,82000.0,1109.5523601941834,678.0,1800.6698609186542,0.0,357.0,678.0,1189.0,8333.0,123192489.0,pnad_refined_2013.parquet,pnad_trusted_2013.parquet,0.003463160999999104,0.03610639400000082,0.00413019199999809,0.04369974699999801
2014,6.586171654854675,0.5847168236578302,0.866901162755099,scaled_mad,1.4826,6.0,131606.41369898597,115021,0,0,0,0,115021,1,1,115020,0.0,8.694064562123438e-06,8.694064562123438e-06,331200.0,100000.0,115021,0,0,0,782,114239,0.0,331200.0,1225.5892923900853,724.0,2153.3321206219152,37.0,406.0,724.0,1300.0,9000.0,140968506.0,115021,0,0,0,782,114239,0.0,331200.0,1225.5892923900853,724.0,2153.3321206219152,37.0,406.0,724.0,1300.0,9000.0,140968506.0,115020,0,0,0,782,114238,0.0,100000.0,1222.7204486176317,724.0,1920.9940243225,37.0,406.0,724.0,1300.0,9000.0,140637306.0,pnad_refined_2014.parquet,pnad_trusted_2014.parquet,0.002986914999993928,0.04584196800000484,0.004115128999998774,0.05294401199999754
2015,6.670766320845874,0.5741752254911328,0.8512721893131534,scaled_mad,1.4826,6.0,130403.89377564061,115626,0,0,0,0,115626,1,1,115625,0.0,8.648573850172107e-06,8.648573850172107e-06,150000.0,107000.0,115626,0,0,0,685,114941,0.0,150000.0,1250.0463909501323,788.0,1957.210131714451,37.0,416.0,788.0,1333.0,9250.0,144537864.0,115626,0,0,0,685,114941,0.0,150000.0,1250.0463909501323,788.0,1957.210131714451,37.0,416.0,788.0,1333.0,9250.0,144537864.0,115625,0,0,0,685,114940,0.0,107000.0,1248.759904864865,788.0,1907.7045301829041,37.0,416.0,788.0,1333.0,9250.0,144387864.0,pnad_refined_2015.parquet,pnad_trusted_2015.parquet,0.002439821999999481,0.037995248999997955,0.004338571000005231,0.04477364200000267
2016,7.00397413672268,0.38256848495854534,0.5671960357995393,scaled_mad,1.4826,6.0,33094.425570245476,229889,0,0,0,0,229889,108,108,229781,0.0,0.0004697919430681764,0.0004697919430681764,165000.0,33000.0,229889,0,0,0,0,229889,6.0,165000.0,1775.7649909304055,1100.0,2525.141127494135,80.0,880.0,1100.0,2000.0,12000.0,408228838.0,229889,0,0,0,0,229889,6.0,165000.0,1775.7649909304055,1100.0,2525.141127494135,80.0,880.0,1100.0,2000.0,12000.0,408228838.0,229781,0,0,0,0,229781,6.0,33000.0,1754.1503039850988,1100.0,2277.7295117881936,80.0,880.0,1100.0,2000.0,12000.0,403070411.0,pnad_refined_2016.parquet,pnad_trusted_2016.parquet,0.0050254910000049335,0.0754769739999972,0.007693562000000043,0.08819602700000218
2017,7.0909098220799835,0.4051875230959725,0.6007310217420888,scaled_mad,1.4826,6.0,44146.69306826628,228566,0,0,0,0,228566,81,81,228485,0.0,0.0003543834166061444,0.0003543834166061444,200000.0,44000.0,228566,0,0,0,0,228566,5.0,200000.0,1882.2270153916156,1200.0,2841.055090773241,80.0,930.0,1200.0,2000.0,13000.0,430213100.0,228566,0,0,0,0,228566,5.0,200000.0,1882.2270153916156,1200.0,2841.055090773241,80.0,930.0,1200.0,2000.0,13000.0,430213100.0,228485,0,0,0,0,228485,5.0,44000.0,1859.7702256165612,1200.0,2517.9690706563583,80.0,927.0,1200.0,2000.0,13000.0,424929600.0,pnad_refined_2017.parquet,pnad_trusted_2017.parquet,0.00369651799999815,0.0729742390000041,0.007382429999999829,0.08405318700000208
2018,7.0909098220799835,0.4634250016457644,0.6870739074400103,scaled_mad,1.4826,6.0,74112.52118126671,227265,0,0,0,0,227265,30,30,227235,0.0,0.0001320044881525972,0.0001320044881525972,265000.0,70000.0,227265,0,0,0,0,227265,5.0,265000.0,1974.5220689503444,1200.0,3095.09728403423,80.0,950.0,1200.0,2000.0,15000.0,448739758.0,227265,0,0,0,0,227265,5.0,265000.0,1974.5220689503444,1200.0,3095.09728403423,80.0,950.0,1200.0,2000.0,15000.0,448739758.0,227235,0,0,0,0,227235,5.0,70000.0,1960.353457874007,1200.0,2800.865482175397,80.0,950.0,1200.0,2000.0,15000.0,445460918.0,pnad_refined_2018.parquet,pnad_trusted_2018.parquet,0.004372922000001722,0.0690619909999981,0.007263754000000233,0.08069866700000006
