year,log_bin_ratio,normalization_mean_income_adj_2025_usd,positive_income_observation_n,gompertz_A,gompertz_B,gompertz_r2,gompertz_sse,gompertz_x_gmax,gompertz_point_n,gompertz_selection_status,gompertz_boundary_A_free,gompertz_boundary_B_free,gompertz_boundary_r2_free,pareto_x_pmin,pareto_selection_alpha,pareto_selection_r2,pareto_selection_status,transition_x_t,transition_delta_x_t,transition_rule,gompertz_population_n,pareto_population_n,gompertz_population_pct,pareto_population_pct,pareto_alpha_ls,pareto_beta_ls,pareto_ls_r2,pareto_ls_sse,pareto_alpha_mle,pareto_alpha_mle_fisher_se,pareto_beta_mle_continuity,gompertz_ccdf_at_x_t_percent,cutoff_normalized,cutoff_income_adj,pareto_alpha,pareto_r2
1976,1.1,1099.945831116976,148387,1.5271796258079011,0.3300577738230314,0.9819657235801241,0.5934150720839548,8.297519708778417,80,largest_range_with_free_A_in_1.4_to_1.6,1.5368159551448082,0.3322733598770128,0.9821323062567408,8.297519708778417,2.049596100226989,0.9923937141879524,earliest_tail_start_with_r2_ge_0.98,8.297519708778417,0.0,coincident_regime_bounds,146635,1752,98.81930357780668,1.1806964221933187,2.049596100226989,83.19909152984464,0.9923937141879524,0.7128366804560434,2.156841408341754,0.051528934443629965,129.2228972038227,1.3468329850721594,8.297519708778417,9126.822212281764,2.156841408341754,0.9923937141879524
1977,1.1,1115.7858565874644,192959,1.5271796258079011,0.38190607313573516,0.895130904854692,6.770111139134878,9.379553333695137,83,largest_range_with_free_A_in_1.4_to_1.6,1.5719743653957348,0.3910195053830375,0.8970585441540765,9.379553333695137,1.807343239742676,0.9522425579234828,fallback_highest_tail_r2,9.379553333695137,0.0,coincident_regime_bounds,191003,1956,98.98631315460797,1.0136868453920262,1.807343239742676,51.33289703847763,0.9522425579234828,4.870045079968715,2.1540021922691004,0.04870367309720649,141.16156776088494,1.1366688935904647,9.379553333695137,10465.572950844837,2.1540021922691004,0.9522425579234828
1978,1.1,1118.917816361111,215695,1.5271796258079011,0.3345166812704623,0.9635412691599587,1.564685996772118,8.993868302665566,95,largest_range_with_free_A_in_1.4_to_1.6,1.541422508638642,0.33753950262503446,0.9638910846598905,8.993868302665566,2.3329578393575185,0.9828084608476997,earliest_tail_start_with_r2_ge_0.98,8.993868302665566,0.0,coincident_regime_bounds,213339,2356,98.90771691508843,1.092283084911565,2.3329578393575185,164.71250930912157,0.9828084608476997,2.1403181774568925,2.5848912011630003,0.05325429321769519,366.9184480718776,1.255224975524347,8.993868302665566,10063.399481857967,2.5848912011630003,0.9828084608476997
1979,1.1,1520.2830793853295,171371,1.5271796258079011,0.5102815543167669,0.9187058407837138,5.246166487566672,6.935027877303481,103,largest_range_with_free_A_in_1.4_to_1.6,1.557840581430473,0.5187213617369253,0.9199004301882713,6.935027877303481,0.9539471829935033,0.3534494791526539,fallback_highest_tail_r2,6.935027877303481,0.0,coincident_regime_bounds,169623,1748,98.97999078023703,1.0200092197629704,0.9539471829935033,6.392110916618058,0.3534494791526539,23.145744769511563,0.9131417615095891,0.021840747149503213,6.700259092173232,1.1431292873881234,6.935027877303481,10543.205536930041,0.9131417615095891,0.3534494791526539
1981,1.1,338.6739752811485,472198,1.5271796258079011,0.3362212793378943,0.9732063787839208,0.7899853294941023,7.371242712382564,101,largest_range_with_free_A_in_1.4_to_1.6,1.5426976258399587,0.34023852935213283,0.9738599231551299,7.371242712382564,3.2614364447545965,0.9791595269776886,fallback_highest_tail_r2,7.371242712382564,0.0,coincident_regime_bounds,466517,5681,98.79690299408298,1.2030970059170094,3.2614364447545965,1210.2487513530123,0.9791595269776886,3.007782377205158,2.5583351172475193,0.03394259464239944,243.90447582527034,1.4714987663647576,7.371242712382564,2496.4480721647988,2.5583351172475193,0.9791595269776886
1982,1.1,810.2245411619291,206845,1.5271796258079011,0.32804472192425055,0.9832186731289422,0.5450801421699355,7.849559609203476,120,largest_range_with_free_A_in_1.4_to_1.6,1.536240201198786,0.3302483095104128,0.9834688894091987,7.849559609203476,2.875419105934236,0.9963078235845513,earliest_tail_start_with_r2_ge_0.98,7.849559609203476,0.0,coincident_regime_bounds,204285,2560,98.76235828760666,1.237641712393338,2.875419105934236,455.2882006757643,0.9963078235845513,0.4473184873540186,2.8848761334133064,0.05701737093153644,541.7818676264862,1.4200598234991888,7.849559609203476,6359.905832690098,2.8848761334133064,0.9963078235845513
1983,1.1,201.27922208498336,499794,1.5271796258079011,0.37682442131912613,0.8997679377878144,4.7226292113790045,7.96710960176985,95,largest_range_with_free_A_in_1.4_to_1.6,1.5665094261996257,0.3862457931569002,0.9021977557546706,7.96710960176985,2.776827850093007,0.9947365799996454,earliest_tail_start_with_r2_ge_0.98,7.96710960176985,0.0,coincident_regime_bounds,494618,5176,98.96437332180858,1.035626678191415,2.776827850093007,385.84190169478046,0.9947365799996454,0.7982764604324448,2.4852918094311556,0.03454460687833887,218.44929341007548,1.2570575732843705,7.96710960176985,1603.6136229100368,2.4852918094311556,0.9947365799996454
1984,1.1,173.89547517905243,504510,1.5271796258079011,0.3482762211658424,0.9556580773170398,1.6309627814913037,7.82329475179977,104,largest_range_with_free_A_in_1.4_to_1.6,1.5489594592064022,0.3535904213867211,0.9567285726361449,7.82329475179977,3.3576735676892513,0.9953455544086959,earliest_tail_start_with_r2_ge_0.98,7.82329475179977,0.0,coincident_regime_bounds,498899,5611,98.88783175754693,1.1121682424530732,3.3576735676892513,1523.663129205975,0.9953455544086959,0.5413711524483251,2.6645534899159746,0.0355716744163777,324.80344071925725,1.3524960224057563,7.82329475179977,1360.435558330008,2.6645534899159746,0.9953455544086959
1985,1.1,190.0018310308094,514137,1.5271796258079011,0.33718392567321986,0.9736562886524749,0.865894271297945,7.72788415290446,106,largest_range_with_free_A_in_1.4_to_1.6,1.5411616906465446,0.3406375005349402,0.9741618891160012,7.72788415290446,2.8456555104657966,0.9884408834827723,earliest_tail_start_with_r2_ge_0.98,7.72788415290446,0.0,coincident_regime_bounds,508104,6033,98.82657735195095,1.1734226480490608,2.8456555104657966,532.3840611677135,0.9884408834827723,1.7236653912595439,2.4328090674592624,0.03132141422962799,203.32090234939665,1.405077052254679,7.72788415290446,1468.312139045823,2.4328090674592624,0.9884408834827723
1986,1.1,283.0933300464876,284142,1.5271796258079011,0.33940583465641017,0.9799474628998306,0.5457071088052965,7.218092203968127,84,largest_range_with_free_A_in_1.4_to_1.6,1.5454510365523644,0.3442358578517293,0.9807205808105148,7.218092203968127,2.1326803653865243,0.9754860241505304,fallback_highest_tail_r2,7.218092203968127,0.0,coincident_regime_bounds,280589,3553,98.74956887753306,1.2504311224669356,2.1326803653865243,67.86447408669837,0.9754860241505304,2.5104553882693175,2.3455771802487635,0.039350669350102306,153.49949062927152,1.4880272571459108,7.218092203968127,2043.3937586039283,2.3455771802487635,0.9754860241505304
