year,N,N_valid,n_nan,n_zero,n_negative,xmin_positive_nominal,xmax_nominal,mean_nominal,median_nominal,std_nominal,income_sum_nominal,xmin_positive,xmax,mean,median,std,income_sum,Gini,Pietra,Kolkata,Kolkata_pct,Zanardi,top_10,top_1,top_01,income_observation_n,income_mean_2025_usd,income_median_2025_usd,income_std_2025_usd,p90_p99_population_n,p90_p99_income_share_pct,p90_p99_mean_income_2025_usd,p90_p99_median_income_2025_usd,p90_p99_std_income_2025_usd,p99_p999_population_n,p99_p999_income_share_pct,p99_p999_mean_income_2025_usd,p99_p999_median_income_2025_usd,p99_p999_std_income_2025_usd,p999_p100_population_n,p999_p100_income_share_pct,p999_p100_mean_income_2025_usd,p999_p100_median_income_2025_usd,p999_p100_std_income_2025_usd,IPEA,Banco_Mundial,diff_IPEA,diff_Banco_Mundial
1987,292615,292615,0,0,0,3.0,500000.0,4000.636700914002,1916.6666666666667,7741.134848936022,1170646308.2379508,0.1700695661251953,28344.927687532545,226.79551598299238,108.65555613554145,438.8438150250594,66363769.909363315,0.6046304992949822,0.4539641921753865,0.7267185094855458,72.67185094855458,0.007595960877384006,0.48384690867099756,0.13988360879304862,0.03390413751556476,292615,226.79551598299238,108.65555613554145,438.8438150250595,26335,34.394254749538504,866.7296025830261,755.8647383342013,336.40341287080906,2634,10.597478903489883,2670.040438764367,2425.5604970052227,721.3371527035092,293,3.393332545203926,7685.813660609814,6662.616977592962,3510.9577253628527,,0.596431493876,,0.00819900541898222
1988,289633,289633,0,0,0,2.5,4500000.0,29877.355418587245,13333.333333333334,62085.83170904581,8653468081.95168,0.020792889057430836,37427.20030337551,248.49461461924582,110.89540830629782,516.3775243058044,71972240.71601602,0.6245229030230508,0.47178528167029066,0.7354975364206165,73.54975364206166,0.008101184456120186,0.5069927590632901,0.1498660436757422,0.036480405217516276,289633,248.49461461924588,110.89540830629782,516.3775243058045,26067,35.71114763124297,986.0019616990851,838.0532348819385,401.82761544264815,2607,11.337665752334892,3130.0238154383505,2831.3538410243186,867.7137738035532,290,3.6509937230709046,9061.041347914577,7558.448052733553,4482.370857691293,,0.613722993924,,0.01079990909905082
1989,292688,292688,0,0,0,0.3333333333333333,82300.0,467.1288176927552,200.0,1075.4969365297213,136722999.39285713,0.26508692582685134,65449.9619866496,371.4892267419126,159.05215549611083,855.3005299225805,108730438.79663691,0.6363469824426075,0.48309682500429113,0.7412661651898719,74.12661651898719,0.007140177397740173,0.5165949140021375,0.15972089647370646,0.04445629754301195,292688,371.4892267419125,159.05215549611083,855.3005299225805,26342,35.68719543593881,1473.0409305181702,1274.0077655238476,589.750553367017,2634,11.52415011928286,4757.12186495042,4290.431894507589,1391.0398368290766,293,4.448296027008999,16507.343990239755,13681.666415775453,9201.546546189471,,0.63245782638,,0.003889156062607424
1990,115785,115785,0,196,0,21.571428571428573,25000004.0,80747.4011213423,31501.5,211427.28391755544,9349337838.834618,0.6988011217925096,809868.979338547,2615.792194688517,1020.4833428279945,6849.134849363697,302869499.26201,0.6608834465792127,0.5014083268909204,0.7506034523945494,75.06034523945495,0.004238328136369482,0.537605204759827,0.1769724778432209,0.04937926561072603,115589,2620.2276969435675,1025.866271116063,6854.091581006362,10403,36.041612951582124,10493.035919677837,8746.648366910915,4549.175600558737,1040,12.73965129569299,37100.49816056878,32394.948358905178,10984.21134510879,116,4.942755796178773,129052.58387612611,97184.52112917563,94101.14522540837,,0.60450872928,,0.05637471729921273
1992,76440,76440,0,1118,0,0.5,125500000.0,790108.087158418,415000.0,1583958.8649833836,60395862182.38947,0.00019907914672198825,49968.86582721905,314.5880876192804,165.23569177925026,630.666358567242,24047113.41761779,0.585684044253634,0.4343121335082222,0.7167079609202229,71.6707960920223,0.008207703417455543,0.46583469651118903,0.1377168082301654,0.03669236220009919,75322,319.2575000347547,169.21727471369002,634.1553450482282,6779,32.60575752087564,1156.6224357159474,1005.3496909460406,434.1100476699359,678,10.008436152954417,3549.764001520371,3185.266347551812,969.6542938336823,76,3.6572592405633313,11571.911546770676,8659.942882406489,7577.919750263187,,0.531034170544,,0.05464987370963392
1993,77843,77843,0,1025,0,0.14285714285714285,4017500.0,17499.86112474671,8666.666666666666,38989.91766117366,1362241689.533658,0.002873064826168041,80797.76557391074,351.9476482223468,174.29926612086115,784.1439270525428,27396660.780572142,0.6097346922973377,0.4572044035202052,0.7279074113905827,72.79074113905827,0.010828972413567875,0.4958026947731361,0.15334432029781464,0.040768756861130906,76818,356.64376553115335,177.833518932358,788.2965484900512,6913,34.069931417985224,1350.2131547459833,1166.4643194242246,555.5448141843771,692,11.176726085342873,4424.92735834553,4022.290756635257,1191.3785436700537,77,4.051737455308803,14416.113848705694,11865.75773207401,10017.777371691616,,0.600668969317,,0.009065722980337698
1995,83455,83455,0,1209,0,0.3333333333333333,23000.0,251.17817743922058,118.0,486.0617795082694,20962074.798190154,0.7409264484985298,51123.92494639856,558.3136648511257,262.2879627684796,1080.4080841258126,46594066.9001507,0.6078148953935558,0.45758507259694053,0.7283326469067329,72.83326469067329,0.009350691867757513,0.49070620907255313,0.14423860871945648,0.03259526648706901,82246,566.5207657533583,266.73352145947075,1086.1818895887195,7402,34.44993291769118,2168.552389992714,1889.3624436712512,856.112062385638,740,11.056853995015878,6961.943172283357,6488.848604338,1917.603237431866,83,3.2472747722731974,18229.36602198422,15559.455418469128,7092.813828205424,0.615,0.595311943295,-0.00718510460644417,0.012502952098555786
1996,82551,82551,0,1677,0,0.25,30000.0,283.7468729715608,132.0,541.8219154288261,23423588.110675313,0.5042891039833434,60514.692478001205,572.3618253156156,266.2646469032053,1092.939553000566,47249041.04162939,0.6093421955328784,0.45792350414384586,0.7286773716283089,72.86773716283089,0.006864397137215431,0.4873509468596591,0.1401910069785126,0.03276350160531616,80874,584.2302970253653,272.3161161510054,1101.0688533569614,7279,34.439090225129895,2235.4911216974033,1983.537142334484,876.5973009005294,728,10.610529270220306,6886.501826401774,6298.570908751959,1774.018703448928,81,3.2359588252886753,18876.043375936722,16702.05512392833,7197.867730723808,0.616,0.598383767765,-0.0066578044671216086,0.010958427767878365
1997,87988,87988,0,1514,0,0.25,53820.0,296.8638742859821,138.33333333333334,602.6969891096128,26120458.570674993,0.4598220161258061,98990.48363156353,546.0181807563927,254.43484892294606,1108.5333785813407,48043047.68839347,0.6087982134452723,0.4567827176515581,0.7280504056763256,72.80504056763256,0.008051914390432475,0.4893153025853655,0.14488984506144553,0.03461111428122332,86474,555.5779504636477,259.33961709495463,1115.818116636956,7783,34.21048972835636,2111.751496161788,1839.2880645032244,834.2280640360519,778,10.910851497981369,6737.667851394579,6130.9602150107485,1896.185036963246,87,3.435504067582216,18971.504109485304,15771.895153115149,11643.135481197589,0.616,0.597547175783,-0.007201786554727696,0.011251037662272312
1998,88562,88562,0,1432,0,0.25,40500.0,312.3489798541759,144.66666666666666,625.4432112744173,27662250.35384553,0.4198386471319267,68013.86083537212,524.5446925400587,242.9466304736749,1050.3409267171967,46454727.06073268,0.6095628702928875,0.4583750747199591,0.7286678974691543,72.86678974691543,0.009393493284266695,0.49281773377309634,0.14548160969001656,0.03346572150940763,87130,533.1656956356327,251.5253334967373,1056.7645831329821,7841,34.51827773557508,2045.0671735910041,1746.528772068815,835.0197760437172,784,11.078125525800921,6564.1747148675695,5947.014436623742,1686.4800406989457,88,3.332858516113099,17593.98098841733,14358.481731911892,9924.96279607842,0.614,0.595662519999,-0.004437129707112519,0.013900350293887476
